Doc_ID,File_Name,เรื่อง,File_Code,Category_Code,หัวเรื่อง,ประเภทเอกสาร,วันที่สิ้นสุด,สถานะ,สถาบันผู้เกี่ยวข้อง,กฎหมาย,เลขที่ (Thai)
0008,แนวปฏิบัติ เรื่อง การบริหารความเสี่ยงด้านปฏิบัติการ,แนวปฏิบัติธนาคารแห่งประเทศไทย เรื่อง การบริหารความเสี่ยงด้านปฏิบัติการ,25510385.pdf,1,['สถาบันการเงิน'],['อื่น ๆ'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],0008
0058,แนวนโยบาย เรื่อง การกำกับดูแลข้อมูล (Data Governance),นำส่งแนวนโยบายธนาคารแห่งประเทศไทย เรื่อง การกำกับดูแลข้อมูล (Data Governance),25640163.pdf,1,['สถาบันการเงิน'],"['อื่น ๆ', 'หนังสือเวียน']",['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส2.ว. 914/2564
0050,สนส. 16/2563 หลักเกณฑ์การใช้บริการจากพันธมิตรทางธุรกิจ (business partner) ของสถาบันการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทยจำนวน 3 ฉบับ (ประกาศ ธปท. ที่ สนส. 16/2563 business partner),25630228.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2020-09-04 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  41', 'พรบ.สง. มาตรา  71']",สนส. 16/2563
0009,แนวปฏิบัติ เรื่อง การบริหารความต่อเนื่องทางธุรกิจ (Business Continuity Management : BCM) และการจัดทำแผนรองรับการดำเนินธุรกิจอย่างต่อเนื่อง (Business Continuity Plan : BCP) ของสถาบันการเงิน,แนวปฏิบัติธนาคารแห่งประเทศไทย เรื่อง การบริหารความต่อเนื่องทางธุรกิจ (Business Continuity Management : BCM) และการจัดทำแผนรองรับการดำเนินธุรกิจอย่างต่อเนื่อง (Business Continuity Plan : BCP) ของสถาบันการเงิน,25510386.pdf,1,['สถาบันการเงิน'],['อื่น ๆ'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],0009
0010,แนวปฏิบัติ เรื่อง การจัดทำแผนรองรับการดำเนินธุรกิจอย่างต่อเนื่องสำหรับกรณีการระบาดของโรคติดต่อร้ายแรง,แนวปฏิบัติธนาคารแห่งประเทศไทย เรื่อง การจัดทำแผนรองรับการดำเนินธุรกิจอย่างต่อเนื่องสำหรับกรณีการระบาดของโรคติดต่อร้ายแรง,25510387.pdf,1,['สถาบันการเงิน'],['อื่น ๆ'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],0010
0021,สนส. 8/2555 หลักเกณฑ์การออกตั๋วเงินของธนาคารพาณิชย์,หลักเกณฑ์การออกตั๋วเงินของธนาคารพาณิชย์,25550133.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['41092'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  41', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  39']",สนส. 8/2555
0003,สนส. 47/2551 การกำหนดให้ธนาคารพาณิชย์ถือปฏิบัติเรื่องบัตรเงินฝาก,การกำหนดให้ธนาคารพาณิชย์ถือปฏิบัติเรื่องบัตรเงินฝาก ,25510337.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  41', 'พรบ.สง. มาตรา  44']",สนส.47/2551
0004,สนส. 48/2551 การกำหนดให้ธนาคารพาณิชย์และบริษัทเงินทุนปฏิบัติเกี่ยวกับการซื้อขายตั๋วเงิน ,การกำหนดให้ธนาคารพาณิชย์และบริษัทเงินทุนปฏิบัติเกี่ยวกับการซื้อขายตั๋วเงิน,25510338.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  41'],สนส.48/2551
0056,สนส. 10/2564 หลักเกณฑ์การรับฝากเงินหรือรับเงินจากประชาชนสำหรับบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์,นำส่งหลักเกณฑ์การรับฝากเงินหรือรับเงินจากประชาชนสำหรับบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์,25640140.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['2021-08-12 00:00:00', '1900-01-01 00:00:00']",['ใช้อยู่'],"['บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  41']",สนส. 10/2564
0006,สนส. 65/2551 การกำหนดวันและเวลาทำการของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ ,การกำหนดวันและเวลาทำการของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์,25510355.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  37'],สนส.65/2551
0049,สนส. 15/2563 หลักเกณฑ์เกี่ยวกับช่องทางให้บริการของธนาคารพาณิชย์ (banking channel),นำส่งประกาศธนาคารแห่งประเทศไทยจำนวน 3 ฉบับ (ประกาศ ธปท. ที่ สนส. 15/2563 banking channel) ,25630227.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2020-09-04 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  37', 'พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  13', 'พรบ.สง. มาตรา  41']",สนส. 15/2563
0051,สนส.17/2563 จำนวนและการนับจุดให้บริการของธนาคารพาณิชย์ที่เป็นบริษัทลูกของธนาคารพาณิชย์ต่างประเทศ และสาขาของธนาคารพาณิชย์ต่างประเทศ,นำส่งประกาศธนาคารแห่งประเทศไทยจำนวน 3 ฉบับ (ประกาศ ธปท. ที่ สนส. 17/2563 การนับจุดฯ),25630229.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2020-09-04 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  13']",สนส. 17/2563
0005,สนส. 64/2551 หลักเกณฑ์การขออนุญาตมีสำนักงานอำนวยสินเชื่อของบริษัทเงินทุน,หลักเกณฑ์การขออนุญาตมีสำนักงานอำนวยสินเชื่อของบริษัทเงินทุน,25510354.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],['บริษัทเงินทุน'],"['พรบ.สง. มาตรา  80', 'พรบ.สง. มาตรา  13']",สนส.64/2551
0030,สนส. 5/2561 หลักเกณฑ์เกี่ยวกับการแต่งตั้งตัวแทนของบริษัทเงินทุน,นำส่งประกาศธนาคารแห่งประเทศไทยเรื่อง หลักเกณฑ์เกี่ยวกับการแต่งตั้งตัวแทนของบริษัทเงินทุน ,25610057.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2018-03-06 00:00:00']",['ใช้อยู่'],['บริษัทเงินทุน'],[],สนส.5/2561
0000,สนส. 27/2551 การอนุญาตให้บริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ให้บริการการเงินทางอิเล็กทรอนิกส์,การอนุญาตให้บริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ให้บริการการเงินทางอิเล็กทรอนิกส์,25510317.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  36'],สนส.27/2551
0038,สนส. 19/2562 หลักเกณฑ์การรู้จักลูกค้า (Know Your Customer: KYC) สำหรับการเปิดบัญชีเงินฝากของสถาบันการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์การรู้จักลูกค้า (Know Your Customer: KYC) สำหรับการเปิดบัญชีเงินฝากของสถาบันการเงิน,25620191.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2019-09-03 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",['พรบ.สง. มาตรา  41'],สนส. 19/2562
0040,สนส. 21/2562 หลักเกณฑ์การกำกับดูแลความเสี่ยงด้านเทคโนโลยีสารสนเทศ (Information Technology Risk) ของสถาบันการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์การกำกับดูแลความเสี่ยงด้านเทคโนโลยีสารสนเทศ (Information Technology Risk) ของสถาบันการเงิน และแนวปฏิบัติการบริหารจัดการความเสี่ยงจากบุคคลภายนอก,25620272.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['2019-11-15 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  41', 'พรบ.สง. มาตรา  71']",สนส. 21/2562
0034,ธปท.ฝทง.ว. 311/2562 แนวทางการเข้าร่วมทดสอบและพัฒนานวัตกรรมที่นำเทศโนโลยีใหม่มาสนับสนุนการให้บริการทางการเงิน (Regulatory Sandbox),แนวปฏิบัติ เรื่อง แนวทางการเข้าร่วมทดสอบและพัฒนานวัตกรรมที่นำเทคโนโลยีใหม่มาสนับสนุนการให้บริการทางการเงิน (Regulatory Sandbox) ลงวันที่ 15 มีนาคม 2562,25620036.pdf,1,"['สถาบันการเงิน', 'ระบบการชำระเงิน']",['หนังสือเวียน'],['2019-03-15 00:00:00'],['ใช้อยู่'],"['ผู้ให้บริการชำระเงินทางอิเล็กทรอนิกส์ที่มิใช่ สง.', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ฝทง. ว. 311-312/2562  
0044,ธปท.ฝทง.ว. 760/2563 แนวปฏิบัติการใช้เทคโนโลยีชีวมิติ (Biometric Technology) ในการให้บริการทางการเงิน,นำส่งแนวปฏิบัติการใช้เทคโนโลยีชีวมิติ (Biometric Technology) ในการให้บริการทางการเงิน,25630177.pdf,1,"['สถาบันการเงิน', 'ระบบการชำระเงิน']","['อื่น ๆ', 'หนังสือเวียน']",['1900-01-01 00:00:00'],['ใช้อยู่'],"['ผู้ให้บริการชำระเงินทางอิเล็กทรอนิกส์ที่มิใช่ สง.', 'บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ธปท.ฝทง. ว. 760/2563
0055,ธปท.ฝทง.ว. 546/2564 แนวปฏิบัติการใช้เทคโนโลยีบล็อกเชน (Blockchain) ในการให้บริการทางการเงิน,นำส่งแนวปฏิบัติการใช้เทคโนโลยีบล็อกเชน (Blockchain) ในการให้บริการทางการเงิน,25640101.pdf,1,"['สถาบันการเงิน', 'ระบบการชำระเงิน']","['อื่น ๆ', 'หนังสือเวียน']",['1900-01-01 00:00:00'],['ใช้อยู่'],"['ผู้ให้บริการชำระเงินทางอิเล็กทรอนิกส์ที่มิใช่ สง.', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ธปท.ฝทง. ว. 546/2564
0036,สนส. 6/2562 การจัดทำ จัดเก็บและจัดส่งข้อมูลอิเล็กทรอนิกส์ของสถาบันการเงิน,หนังสือเวียนนำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง การจัดทำ จัดเก็บและจัดส่งข้อมูลอิเล็กทรอนิกส์ของสถาบันการเงิน,25620120.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['2019-07-01 00:00:00', '1900-01-01 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  40', 'พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  41']",สนส. 6/2562
0027,สนส. 1/2559 หลักเกณฑ์เกี่ยวกับระยะเวลาการพิจารณาคำขออนุญาตของสถาบันการเงินตามพระราชบัญญัติธุรกิจสถาบันการเงิน พ.ศ. 2551,เรื่อง การออกประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์เกี่ยวกับระยะเวลาการพิจารณาคำขออนุญาตของสถาบันการเงินตามพระราชบัญญัติธุรกิจสถาบันการเงิน พ.ศ. 2551,25590019.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1', '42398']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  4', 'พรบ.สง. มาตรา  55', 'พรบ.สง. มาตรา  31', 'พรบ.สง. มาตรา  40', 'พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  29', 'พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  60', 'พรบ.สง. มาตรา  58', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  18', 'พรบ.สง. มาตรา  56', 'พรบ.สง. มาตรา  57', 'พรบ.สง. มาตรา  61', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  64', 'พรบ.สง. มาตรา  34', 'พรบ.สง. มาตรา  65', 'พรบ.สง. มาตรา  52', 'พรบ.สง. มาตรา  38', 'พรบ.สง. มาตรา  32', 'พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  59', 'พรบ.สง. มาตรา  49', 'พรบ.สง. มาตรา  30', 'พรบ.สง. มาตรา  54', 'พรบ.สง. มาตรา  41']",สนส.1/2559
0028,สนส. 2/2559 หลักเกณฑ์เกี่ยวกับระยะเวลาการพิจารณาคำขออนุญาตของผู้ประกอบธุรกิจที่มิใช่สถาบันการเงินตามประกาศธนาคารแห่งประเทศไทยที่ออกตามประกาศกระทรวงการคลัง เรื่อง กิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของคณะปฏิวัติฉบับที่ 58,การออกประกาศธนาคารแห่งประเทศไทย เรื่องหลักเกณฑ์เกี่ยวกับระยะเวลาการพิจารณาคำขออนุญาตของผู้ประกอบธุรกิจที่มิใช่สถาบันการเงินตามประกาศธนาคารแห่งประเทศไทยที่ออกตามประกาศกระทรวงการคลัง เรื่อง กิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของคณะปฏิวัติฉบับที่ 58,25590020.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1', '42398']",['ใช้อยู่'],['อื่น ๆ'],[],สนส.2/2559
0001,หลักประกันเป็นทรัพย์สินที่บริษัทเงินทุนต้องเรียก,หลักประกันเป็นทรัพย์สินที่บริษัทเงินทุนต้องเรียก,25510324.pdf,2,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],['บริษัทเงินทุน'],['พรบ.สง. มาตรา  46'],สนส.34/2551
0002,หลักเกณฑ์์การกำกับการทำธุรกรรมกับผู้ถือหุ้นรายใหญ่ หรือกิจการที่มี ผลประโยชน์เกี่ยวข้อง (Related Lending),หลักเกณฑ์การกำกับการทำธุรกรรมกับผู้ถือหุ้นรายใหญ่ หรือกิจการที่มีผลประโยชน์เกี่ยวข้อง (Related Lending),25510326.pdf,2,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",['พรบ.สง. มาตรา  49'],สนส.36/2551
0007,แนวนโยบายการบริหารความเสี่ยงของประเทศคู่สัญญา,แนวนโยบายของธนาคารแห่งประเทศไทย เรื่อง แนวนโยบายการบริหารความเสี่ยงของประเทศคู่สัญญา,25510381.pdf,2,['สถาบันการเงิน'],['อื่น ๆ'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],0007
0011,แนวทางการผ่อนผัน เป็นการชั่วคราวเกี่ยวกบัการดำเนินการตาม พระราชบัญญัติธุรกิจสถาบันการเงิน พ.ศ. 2551,แนวทางการผ่อนผันเป็นการชั่วคราวเกี่ยวกับการดำเนินการตามพระราชบัญญัติธุรกิจสถาบันการเงิน พ.ศ. 2551,25510440.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  49']",ธปท.ฝนส.(21)ว.1462/2551
0012,การผ่อนผันหลักเกณฑ์์การกำกับการทำธุรกรรมกับผู้ถือหุ้นรายใหญ่ หรือ กิจการที่มีผลประโยชน์เกี่ยวข้อง (Related Lending),การผ่อนผันหลักเกณฑ์การกำกับการทำธุรกรรมกับผู้ถือหุ้นรายใหญ่ หรือกิจการที่มีผลประโยชน์เกี่ยวข้อง (Related Lending),25510469.pdf,2,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39664'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  49']",สนส.85/2551
0013,แนวนโยบายการให้สินเชื่อแก่ภาคธุรกิจบางประเภท,แนวนโยบายการให้สินเชื่อแก่ภาคธุรกิจบางประเภท,25520039.pdf,2,['สถาบันการเงิน'],"['อื่น ๆ', 'หนังสือเวียน']",['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(21)ว.481/2552  
0014,อสังหาริมทรัพย์รอการขาย,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง อสังหาริมทรัพย์รอการขาย และเรื่อง หลักเกณฑ์การซื้อหรือมีไว้ซึ่งอสังหาริมทรัพย์เพื่อเป็นสถานที่สำหรับประกอบธุรกิจ หรือสำหรับพนักงานและลูกจ้างของสถาบันการเงิน,255203140.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1', '39814']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",['พรบ.สง. มาตรา  80'],0014
0015,หลักเกณฑ์การซื้อหรือมีไวซ้่ึงอสังหาริมทรัพย์เพื่อเป็นสถานที่สำหรับประกอบ ธุรกิจหรือสำหรับพนักงานและลูกจ้างของสถาบันการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง อสังหาริมทรัพย์รอการขาย และเรื่อง หลักเกณฑ์การซื้อหรือมีไว้ซึ่งอสังหาริมทรัพย์เพื่อเป็นสถานที่สำหรับประกอบธุรกิจ หรือสำหรับพนักงานและลูกจ้างของสถาบันการเงิน,255203141.pdf,1,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1', '39814']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",['พรบ.สง. มาตรา  80'],0015
0016,หลักเกณฑ์์การดำเนินงานในกิจการร่วมลงทุนเพื่อพัฒนาอสังหาริมทรัพย์รอ การขายของธนาคารพาณิชย์,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์การดำเนินงานในกิจการร่วมลงทุนเพื่อพัฒนาอสังหาริมทรัพย์รอการขายของธนาคารพาณิชย์,25530133.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['40355'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  49', 'พรบ.สง. มาตรา  34']",สนส.5/2553
0017,ซักซ้อมความเข้าใจเกี่ยวกับการกันเงินสดรองสำหรับสินเชื่อที่มีสิทธิใน บำเหนี้็จตกทอดเป็นหลักทรัพย์ประกันการกู้เงิน,ซักซ้อมความเข้าใจเกี่ยวกับการกันเงินสำรองสำหรับสินเชื่อที่มีสิทธิในบำเหน็จตกทอดเป็นหลักทรัพย์ประกันการกู้เงิน,25540095.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท. ฝนส. (23) ว. 846/2554  
0018,การให้สินเชื่อในลักษณะที่เล็งเห็นว่าจะเรียกคืนไม่ได้,การให้สินเชื่อในลักษณะที่เล็งเห็นว่าจะเรียกคืนไม่ได้,25540167.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['40796'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",['พรบ.สง. มาตรา  41'],ที่ สนส. 7/2554
0019,การซักซ้อมความเข้าใจมาตรการการใหค้วามช่วยเหลือลูกหนี้้ีที่ได้รับ ผลกระทบจากอุทกภัย,การซักซ้อมความเข้าใจมาตรการการให้ความช่วยเหลือลูกหนี้ที่ได้รับผลกระทบจากอุทกภัย,25540206.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บริษัทเครดิตฟองซิเอร์', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ธปท.ฝนส.(23) ว.1564/2554 
0020,หลักเกณฑ์การกำกับ ดูแลสินเชื่อที่ได้รับการคำประกันโดยบรรษัทประกันสินเชื่ออุตสาหกรรมขนาดย่อมแบบ Portfolio Guarantee Scheme,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์การกำกับดูแลสินเชื่อที่ได้รับการค้ำประกันโดยบรรษัทประกันสินเชื่ออุตสาหกรรมขนาดย่อมแบบ Portfolio Guarantee Scheme ,25540268.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  29', 'พรบ.สง. มาตรา  60', 'พรบ.สง. มาตรา  32', 'พรบ.สง. มาตรา  61', 'พรบ.สง. มาตรา  30']",สนส. 11/2554
0022,แนวนโยบายการปรับปรุงโครงสร้างหนี้้ีลูกหนี้้ีที่ประสบอุทกภย,นำส่งแนวนโยบายการปรับปรุงโครงสร้างหนี้ลูกหนี้ที่ประสบอุทกภัย,25550182.pdf,2,['สถาบันการเงิน'],"['อื่น ๆ', 'หนังสือเวียน']",['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บริษัทเครดิตฟองซิเอร์', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ฝนส. (23) ว.1306/2555  
