Doc_ID,File_Name,เรื่อง,File_Code,Category_Code,หัวเรื่อง,ประเภทเอกสาร,วันที่สิ้นสุด,สถานะ,สถาบันผู้เกี่ยวข้อง,กฎหมาย,เลขที่ (Thai)
0023,หลักเกณฑ์การกำกับลูกหนี้้ีรายใหญ่ (Single Lending Limit),หลักเกณฑ์การกำกับลูกหนี้รายใหญ่ (Single Lending Limit),25550350.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['41275'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  51']",สนส. 22/2555
0024,การอนุญาตให้ธนาคารพาณิชย์ทำธุรกรรมการถ่ายโอนหรือรับโอนความเสี่ยง ด้านเครดิต (Risk participation),การนำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง การอนุญาตให้ธนาคารพาณิชย์ทำธุรกรรมการถ่ายโอนหรือรับโอนความเสี่ยงด้านเครดิต (Risk participation) ,25580004.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  29', 'พรบ.สง. มาตรา  36', 'พรบ.สง. มาตรา  60', 'พรบ.สง. มาตรา  52', 'พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  32', 'พรบ.สง. มาตรา  61', 'พรบ.สง. มาตรา  30']",สนส.9/2557
0025,การแก้ไขหลักเกณฑ์์การนำหลักประกันประเภทเงินฝากบุคคลที่ 3 มาหักออก จากมูลหนี้้ีก่อนการกนั เงินสำรอง ปรับลดความเสี่ยงและคา นวณสินทรัพย์เสี่ยง ด้านเครดิต,การแก้ไขหลักเกณฑ์การนำหลักประกันประเภทเงินฝากบุคคลที่ 3 มาหักออกจากมูลหนี้ก่อนการกันเงินสำรอง ปรับลดความเสี่ยง และคำนวณสินทรัพย์เสี่ยงด้านเครดิต,25580050.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(23)ว.314/2558
0026,การให้สินเชื่อ ทำธุรกรรมที่มีลกัษณะคล้ายการให้สินเชื่อ หรือประกนั หนี้้ีแก่ กรรมการ ผู้มีอำนาจในการจัดการของสถาบันการเงิน หรือผู้ที่เกี่ยวข้องกับ บุคคลดังกล่าว,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง การให้สินเชื่อ ทำธุรกรรมที่มีลักษณะคล้ายการให้สินเชื่อ หรือประกันหนี้แก่กรรมการ ผู้มีอำนาจในการจัดการของสถาบันการเงิน หรือผู้ที่เกี่ยวข้องกับบุคคลดังกล่าว,25580069.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1', '42091']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  48'],สนส. 6/2558
0029,แนวนโยบายธนาคารแห่งประเทศไทย เรื่อง การทำธุรกรรมด้านสินเชื่อ การ ลงทุนในหลักทรัพย์ และการขายสินทรัพย์ของสถาบันการเงิน,นำส่งแนวนโยบายธนาคารแห่งประเทศไทย เรื่อง การทำธุรกรรมด้านสินเชื่อ การลงทุนในหลักทรัพย์,25610030.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['2019-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']",[],ที่ ธปท.ฝนส.(23) ว. 176/2561
0031,หลักเกณฑ์์และวิธีการการลงทุนของสถาบันการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์และวิธีการลงทุนของสถาบันการเงิน,25610130.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['2018-05-09 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  30', 'พรบ.สง. มาตรา  34', 'พรบ.สง. มาตรา  33']",สนส. 7/2561
0032,หลักเกณฑ์์การจัดชั้นหนี้ี้และการเงินสำรองของสถาบนัการเงิน,ประกาศธนาคารแห่งประเทศไทย ที่ สนส. 23/2561 เรื่อง  หลักเกณฑ์การจัดชั้นและการกันเงินสำรองของสถาบันการเงิน,25610276.pdf,2,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  60', 'พรบ.สง. มาตรา  61']",สนส. 23/2561
0033,แนวนโยบายการปรับปรุงโครงสร้างหนี้,แนวนโยบาย เรื่อง การปรับปรุงโครงสร้างหนี้,25610277.pdf,2,['สถาบันการเงิน'],['อื่น ๆ'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],0033
0035,แนวนโยบายการประเมินราคาหลักประกันและอสังหาริมทรัพย์รอการขายที่ ได้มาจากการรับชำระหนี้ี้การประกนัการให้สินเชื่อ หรือที่ซื้อมาจากการขาย ทอดตลาดของสถาบันการเงิน,นำส่งแนวนโยบายการประเมินราคาหลักประกันและอสังหาริมทรัพย์รอการขายที่ได้มาจากการรับชำระหนี้ การประกันการให้สินเชื่อ หรือที่ซื้อจากการขายทอดตลาดของสถาบันการเงิน,25620100.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(23)ว. 575/2562
0037,นำส่งแนวนโยบาย เรื่อง แนวทางการพิจารณาผ่อนผันการกำ กับลูกหนี้้ีรายใหญ่แก่ กลุ่มธุรกิจที่มีศักยภาพและมีฐานะกิจการที่มั่นคงสำหรับธนาคารพาณิชย์,นำส่งแนวนโยบาย เรื่อง แนวทางการพิจารณาผ่อนผันการกำกับลูกหนี้รายใหญ่แก่กลุ่มธุรกิจที่มีศักยภาพและมีฐานะกิจการที่มั่นคงสำหรับธนาคารพาณิชย์,25620153.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['2019-07-15 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  50', 'พรบ.สง. มาตรา  57']",ธปท.ฝกก.(12)ว.1030/2562
0039,ซักซ้อมความเข้าใจแนวทางบริหารเงินสำรองส่วนเกิน,ซักซ้อมความเข้าใจแนวทางการบริหารจัดการเงินสำรองส่วนเกิน,25620264.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(23)ว.1603/2562
0041,หลักเกณฑ์การดำรงเงินขั้นต่ำของสถาบนัการเงินและกลุ่มธุรกิจทางการเงิน,หนังสือเวียนนำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง การดำรงเงินสำรองขั้นต่ำของสถาบันการเงินและกลุ่มธุรกิจทางการเงิน,25620307.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['1900-01-01 00:00:00', '2020-01-01 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  29', 'พรบ.สง. มาตรา  32', 'พรบ.สง. มาตรา  57', 'พรบ.สง. มาตรา  30']",0041
0042,หลักเกณฑ์์การกำกับดูแลสินเชื่อเพื่อที่อยู่อาศัยและสินเชื่ออื่นที่เกี่ยวเนื่องกับ สินเชื่อเพื่อที่อยู่อาศัย,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง หลักเกณฑ์การกำกับดูแลสินเชื่อเพื่อที่อยู่อาศัยและสินเชื่ออื่นที่เกี่ยวเนื่องกับสินเชื่อเพื่อที่อยู่อาศัย,25630013.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']",['2020-01-20 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  30', 'พรบ.สง. มาตรา  41', 'พรบ.สง. มาตรา  71']",สนส. 1/2563
0043,การถือหรือมีหนี้่วยลงทุนในกองทุนรวมตราสารแห่งหนี้้ีเพื่อเสริมสภาพคล่อง ของตลาดการเงิน,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่อง การถือหรือมีหน่วยลงทุนในกองทุนรวมตราสารแห่งหนี้เพื่อเสริมสภาพคล่องของตลาดการเงิน,25630071.pdf,2,['สถาบันการเงิน'],"['ประกาศ ธปท.', 'หนังสือเวียน']","['2020-03-26 00:00:00', '1900-01-01 00:00:00']",['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  64', 'พรบ.สง. มาตรา  66', 'พรบ.สง. มาตรา  63', 'พรบ.สง. มาตรา  33']",สนส.6/2563
0053,หลักเกณฑ์การกำกับ ดูแลโครงการแก้ไขปัญหาหนี้,หลักเกณฑ์การกำกับดูแลโครงการแก้ไขปัญหาหนี้,25630243.pdf,2,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-10-01 00:00:00'],['ใช้อยู่'],"['บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บริษัทเครดิตฟองซิเอร์', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ', 'บริษัทบริหารสินทรัพย์']",[],สนส.20/2563
0054,แนวนโยบายธนาคารแห่งประเทศไทย เรื่อง การสอบทานธุรกรรมด้านสินเชื่อ ของสถาบันการเงิน,แนวนโยบายธนาคารแห่งประเทศไทย เรื่อง การสอบทานธุรกรรมด้านสินเชื่อของสถาบันการเงิน,25630261.pdf,2,['สถาบันการเงิน'],['อื่น ๆ'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(23)ว. 1121/2563
0057,แนวทางการใหค้วามช่วยเหลือลูกหนี้้ีที่ไดร้ับผลกระทบจากโรคติดเช้ือไวรัส โคโรนา 2019 (มาตราการแก้หนี้อย่างยั่งยืน),หนังสือเวียน เรื่อง แนวทางการให้ความช่วยเหลือลูกหนี้ที่ได้รับผลกระทบจากโรคติดเชื้อไวรัสโคโรนา 2019 (มาตรการแก้หนี้อย่างยั่งยืน),25640156.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน', 'ผู้ประกอบธุรกิจบัตรเครดิต', 'บริษัทเครดิตฟองซิเอร์', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ฝนส2.ว.802/2564
0059,มาตรการกระตุ้นภาค อสังหาริมทรัพย์ในภาวะ การระบาดของโรคติดเชื้อไวรัสโคโรนา 2019,มาตรการกระตุ้นภาคอสังหาริมทรัพย์ในภาวะการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019,25640186.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'สถาบันการเงินเฉพาะกิจ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน', 'บริษัทเครดิตฟองซิเอร์']",[],ธปท.ฝนส2.ว. 1004/2564
0060,แนวทางการใหค้วามช่วยเหลือลูกหนี้้ีที่ไดร้ับผลกระทบจากโรคติดเช้ือไวรัสโค โรนา 2019 (มาตราการแก้หนี้ระยะยาวด้วยการรีไฟแนนส์(refinance) และการ รวมหนี้้ี(debt consolidation)),แนวทางการให้ความช่วยเหลือลูกหนี้ที่ได้รับผลกระทบจากโรคติดเชื้อไวรัสโคโรนา 2019 (มาตรการแก้หนี้ระยะยาวด้วยการรีไฟแนนซ์ (refinance) และการรวมหนี้ (debt consolidation)),25640203.pdf,2,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'สถาบันการเงินเฉพาะกิจ', 'บริษัทเงินทุน', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ']",[],ธปท.ฝนส2.ว.1079/2564
0061,กิจการที่ต้องขออนุญาตตามข้อ ๕ แห่งประกาศของคณะปฏิวัติฉบับที่ ๕๘ (เรื่อง สินเชื่อส่วนบุคคลภายใต้การกำกับ),กิจการที่ต้องขออนุญาตตามข้อ ๕ แห่งประกาศของคณะปฏิวัติฉบับที่ ๕๘ (เรื่อง สินเชื่อส่วนบุคคลภายใต้การกำกับ),746244.pdf,2,[],[],[],[],[],[],0061
0062,กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ),กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ),746248.pdf,2,[],[],[],[],[],[],0062
0063,กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องธุรกิจระบบหรือเครือข่ายอิเล็กทรอนิกส์สำหรับธุรกรรมสินเชื่อระหว่างบุคคลกับบุคคล),กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องธุรกิจระบบหรือเครือข่ายอิเล็กทรอนิกส์สำหรับธุรกรรมสินเชื่อระหว่างบุคคลกับบุคคล),863884.pdf,2,[],[],[],[],[],[],0063
0045,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่องกำหนด หลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจบัตรเครดิต,การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจบัตรเครดิต,25630183.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-08-01 00:00:00'],['ใช้อยู่'],"['ผู้ประกอบธุรกิจบัตรเครดิต', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']","['พรบ.สง. มาตรา  40', 'พรบ.สง. มาตรา  38', 'พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  41']",สนส.11/2563
0046,การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ,การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ,25630184.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-08-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  40', 'พรบ.สง. มาตรา  38', 'พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  41']",สนส.12/2563
0047,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่องกำหนด หลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ,การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ,25630185.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-08-01 00:00:00'],['ใช้อยู่'],"['บริษัทผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ', 'ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']","['พรบ.สง. มาตรา  40', 'พรบ.สง. มาตรา  38', 'พรบ.สง. มาตรา  71', 'พรบ.สง. มาตรา  47', 'พรบ.สง. มาตรา  46', 'พรบ.สง. มาตรา  39', 'พรบ.สง. มาตรา  41']",สนส.13/2563
0048,นำส่งประกาศธนาคารแห่งประเทศไทย เรื่องกำหนด หลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจระบบหรือเครือข่ายอิเล็กทรอนิกส์สำหรับธุรกรรมสินเชื่อระหว่างบุคคลกับบุคคล (peer to peer lending platform),การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจระบบหรือเครือข่ายอิเล็กทรอนิกส์สำหรับธุรกรรมสินเชื่อระหว่างบุคคลกับบุคคล (peer to peer lending platform),25630186.pdf,1,['สถาบันการเงิน'],['ประกาศ ธปท.'],['2020-08-01 00:00:00'],['ใช้อยู่'],['อื่น ๆ'],[],สนส. 14/2563
0052,หลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อส่วนบุคคลดิจิทัล,หลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อส่วนบุคคลดิจิทัล,25630236.pdf,1,['สถาบันการเงิน'],['หนังสือเวียน'],['1900-01-01 00:00:00'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บ.ที่ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับ', 'บริษัทเงินทุน']",[],ธปท.ฝกส.(01)ว.977/2563
0064,กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องธุรกิจบัตรเครดิต),กิจการที่ต้องขออนุญาติตามข้อ ๕ แห่งประกาศของคณะปฎิวัติ ฉบับที่ ๕๘ (เรื่องธุรกิจบัตรเครดิต),law9_01.pdf,2,[],[],[],[],[],[],0064
0065,การให้ความเห็นชอบสถาบันจัดอันดับเครดิตภายนอก (External Credit Assessment Institutions: ECAIs) และหลักเกณฑ์การเทียบเคียงอันดับเครดิตกับน้ำหนักความเสี่ยง ตามหลักเกณฑ์การดำรงเงินกองทุนขั้นต่ำสำหรับความเสี่ยงด้านเครดิต โดย Standardised Approach (วิธี SA),การให้ความเห็นชอบสถาบันจัดอันดับเครดิตภายนอก (External Credit Assessment Institutions: ECAIs) และหลักเกณฑ์การเทียบเคียงอันดับเครดิตกับน้ำหนักความเสี่ยง ตามหลักเกณฑ์การดำรงเงินกองทุนขั้นต่ำสำหรับความเสี่ยงด้านเครดิต โดย Standardised Approach (วิธี SA),25510038.pdf,3,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],ธปท.ฝนส.(22)ว.249/2551
0066,หลักเกณฑ์การดำรงเงินกองทุนขั้นต่ำสำหรับความเสี่ยงด้านปฏิบัติการ,หลักเกณฑ์การดำรงเงินกองทุนขั้นต่ำสำหรับความเสี่ยงด้านปฏิบัติการ,25510555.pdf,3,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39813'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ']",[],สนส. 95/2551
0067,หลักเกณฑ์การกำกับดูแลความเสี่ยงด้านตลาดและการดำรงเงินกองทุน เพื่อรองรับความเสี่ยงด้านตลาดของสถาบันการเงิน,หลักเกณฑ์การกำกับดูแลความเสี่ยงด้านตลาดและการดำรงเงินกองทุน เพื่อรองรับความเสี่ยงด้านตลาดของสถาบันการเงิน,25510558.pdf,3,['สถาบันการเงิน'],['ประกาศ ธปท.'],['39813'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'ธนาคารพาณิชย์ที่จดทะเบียนในต่างประเทศ', 'บริษัทเงินทุน']",[],สนส.94/2551
0068,นำส่งแบบรายงานการกำกับแบบรวมกลุ่ม,นำส่งแบบรายงานการกำกับแบบรวมกลุ่ม,25530155.pdf,4,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  71'],ฝนส.(23)ว.76/2553
0069,นำส่งแบบรายงานการกำกับแบบรวมกลุ่มที่แก้ไขเพิ่มเติม,นำส่งแบบรายงานการกำกับแบบรวมกลุ่มที่แก้ไขเพิ่มเติม,25540002.pdf,4,['สถาบันการเงิน'],['หนังสือเวียน'],['1'],['ใช้อยู่'],"['ธนาคารพาณิชย์จดทะเบียนในประเทศ', 'บริษัทเครดิตฟองซิเอร์', 'บริษัทเงินทุน']",['พรบ.สง. มาตรา  71'],ฝนส. (23) ว. 1/2554
