max_pair_list,max_score_list
0012|0008|0014 ~ 0045|0028|0022,0.3577464206148749
0012|0008|0028 ~ 0045|0028|0031,0.3016672853304746
0012|0008|0014 ~ 0046|0023|0017,0.4823842436708694
0012|0008|0028 ~ 0046|0023|0031,0.6528674230372311
0012|0008|0000 ~ 0047|0028|0001,0.31840536282563
0012|0008|0000 ~ 0062|0002|0001,0.31840536282563
0014|0004|0004 ~ 0015|0002|0021,0.7639078523110836
0022|0011|0020 ~ 0002|0006|0006,0.4738611152748619
0022|0011|0028 ~ 0002|0006|0006,0.3293801932218855
0022|0011|0028 ~ 0002|0006|0016,0.3526731343226884
0022|0012|0003 ~ 0002|0008|0003,0.8336104423443033
0022|0012|0014 ~ 0002|0008|0009,0.3206172615036557
0022|0012|0018 ~ 0002|0008|0017,0.8996480074924822
0022|0012|0028 ~ 0002|0008|0023,0.3621223993047662
0022|0012|0006 ~ 0012|0007|0003,0.828399516355805
0022|0012|0014 ~ 0012|0007|0009,0.6660925205203744
0022|0012|0023 ~ 0012|0007|0020,0.791537399130509
0022|0012|0028 ~ 0012|0007|0023,0.4885222271706803
0022|0012|0017 ~ 0044|0022|0017,0.693157058432055
0022|0012|0028 ~ 0044|0022|0028,0.5297458697228199
0022|0012|0028 ~ 0045|0028|0009,0.5326790709830704
0022|0012|0028 ~ 0045|0028|0014,0.3135200503370957
0022|0012|0028 ~ 0046|0023|0005,0.651097653432145
0022|0012|0017 ~ 0047|0028|0009,0.6225664543422237
0022|0012|0028 ~ 0047|0028|0021,0.6511604807705083
0022|0012|0017 ~ 0062|0002|0009,0.6096787979046306
0022|0012|0028 ~ 0062|0002|0021,0.6362749708461511
0022|0012|0017 ~ 0063|0002|0017,0.693157058432055
0022|0012|0028 ~ 0063|0002|0028,0.5297458697228199
0022|0013|0000 ~ 0012|0008|0009,0.682449197666817
0022|0013|0014 ~ 0012|0008|0023,0.8224420145878983
0022|0013|0000 ~ 0045|0028|0019,0.3224379855438572
0022|0013|0014 ~ 0045|0028|0031,0.6461080479587046
0022|0013|0014 ~ 0046|0023|0023,0.4115663051873466
0022|0013|0014 ~ 0046|0023|0028,0.6381701592741964
0022|0019|0001 ~ 0012|0009|0001,0.3099401951159055
0024|0002|0004 ~ 0041|0006|0019,0.4684361541139235
0025|0003|0015 ~ 0045|0028|0019,0.8049616862596807
0025|0003|0016 ~ 0046|0023|0015,0.693395566222006
0026|0001|0001 ~ 0027|0001|0005,0.5485199585261491
0026|0001|0001 ~ 0029|0001|0000,0.3979434599030951
0026|0002|0000 ~ 0027|0002|0005,0.3676758225621862
0026|0002|0014 ~ 0027|0002|0023,0.346596839562634
0027|0002|0018 ~ 0046|0004|0004,0.4645428023569073
0027|0003|0003 ~ 0026|0002|0019,0.4877793858780649
0029|0001|0000 ~ 0026|0001|0001,0.3978961660307479
0031|0003|0014 ~ 0032|0002|0009,0.4703961162772402
0031|0003|0018 ~ 0032|0002|0015,0.8178470313407157
0031|0025|0032 ~ 0056|0009|0022,0.5875375473210124
0032|0002|0015 ~ 0031|0003|0018,0.8169276475307028
0032|0004|0014 ~ 0031|0003|0007,0.7097789513093775
0039|0026|0028 ~ 0051|0003|0043,0.426410070351535
0041|0005|0000 ~ 0058|0002|0016,0.6360748571260064
0041|0005|0014 ~ 0058|0002|0023,0.3106968656153797
0041|0005|0000 ~ 0058|0004|0046,0.4734259577646497
0041|0005|0015 ~ 0058|0006|0014,0.352591580851082
0041|0005|0028 ~ 0058|0006|0037,0.5307863166397719
0041|0005|0017 ~ 0058|0007|0005,0.3541204294716494
0041|0006|0019 ~ 0024|0002|0004,0.4658513412712874
0041|0006|0015 ~ 0058|0004|0028,0.3511102649886279
0041|0007|0000 ~ 0058|0004|0006,0.3292429906066838
0041|0008|0001 ~ 0058|0004|0006,0.573847612340638
0041|0008|0001 ~ 0058|0004|0032,0.4024418313806669
0041|0008|0029 ~ 0058|0004|0037,0.6437511040671595
0041|0008|0002 ~ 0058|0006|0014,0.3359803108787299
0043|0001|0002 ~ 0054|0001|0000,0.5225636103790994
0043|0001|0028 ~ 0054|0001|0019,0.3198332907897798
0043|0013|0045 ~ 0039|0011|0063,0.6339704064341254
0044|0001|0001 ~ 0045|0001|0002,0.7550304085123603
0044|0001|0018 ~ 0045|0001|0023,0.5318532291918212
0044|0001|0014 ~ 0045|0003|0023,0.3864695375956029
0044|0001|0015 ~ 0045|0003|0030,0.6104909505092
0044|0001|0004 ~ 0046|0001|0006,0.7092262645117261
0044|0001|0014 ~ 0046|0001|0019,0.7044029412765824
0044|0001|0014 ~ 0046|0003|0023,0.4092541578095793
0044|0001|0015 ~ 0046|0003|0028,0.6461873929207442
0044|0001|0006 ~ 0047|0001|0009,0.603842008790641
0044|0002|0000 ~ 0045|0002|0000,0.5943593169250889
0044|0002|0000 ~ 0046|0002|0000,0.4376697475393182
0044|0002|0000 ~ 0047|0002|0003,0.5188137738166304
0044|0003|0014 ~ 0045|0001|0009,0.3250978080700331
0044|0003|0021 ~ 0045|0001|0022,0.4265506545827786
0044|0003|0005 ~ 0045|0003|0009,0.6675112506558177
0044|0003|0014 ~ 0045|0003|0018,0.64743203908033
0044|0003|0028 ~ 0045|0003|0037,0.5596338175868216
0044|0003|0017 ~ 0046|0001|0019,0.7248190088781232
0044|0003|0014 ~ 0046|0003|0019,0.5926964880100889
0044|0004|0016 ~ 0063|0001|0018,0.8336104423443033
0044|0005|0015 ~ 0045|0005|0029,0.8318346593229526
0044|0005|0016 ~ 0046|0006|0000,0.7372024927972581
0044|0008|0015 ~ 0045|0008|0003,0.8793112779588971
0044|0008|0028 ~ 0045|0008|0029,0.458201133731521
0044|0008|0042 ~ 0045|0008|0037,0.3366708947010077
0044|0008|0042 ~ 0045|0008|0042,0.4426924444116976
0044|0008|0028 ~ 0046|0007|0003,0.4078036513395602
0044|0009|0000 ~ 0045|0009|0004,0.4990021516564929
0044|0009|0014 ~ 0045|0009|0018,0.7307140493657492
0044|0009|0032 ~ 0045|0009|0035,0.7938383820064726
0044|0009|0000 ~ 0046|0007|0009,0.3981994570044797
0044|0009|0009 ~ 0046|0007|0023,0.342528236787058
0044|0009|0014 ~ 0046|0007|0023,0.638720886320884
0044|0009|0015 ~ 0046|0007|0028,0.5149233758022456
0044|0010|0000 ~ 0045|0010|0002,0.8132493528194856
0044|0010|0014 ~ 0045|0010|0017,0.7153575702766136
0044|0010|0000 ~ 0046|0008|0009,0.5087833514610692
0044|0010|0000 ~ 0046|0008|0014,0.6198549813336537
0044|0010|0015 ~ 0046|0009|0000,0.7180106974516309
0044|0011|0001 ~ 0046|0009|0019,0.4415139369948316
0044|0011|0014 ~ 0046|0009|0030,0.4994817583403018
0044|0011|0014 ~ 0047|0010|0003,0.3667495848844836
0044|0012|0017 ~ 0045|0014|0005,0.6612392275852992
0044|0012|0017 ~ 0045|0014|0028,0.5755122955249581
0044|0012|0028 ~ 0045|0014|0017,0.6485539682067227
0044|0014|0006 ~ 0045|0018|0008,0.8767668675846485
0044|0014|0021 ~ 0045|0018|0023,0.8543264294844171
0044|0014|0028 ~ 0045|0018|0030,0.7152031480266794
0044|0015|0006 ~ 0045|0019|0009,0.7362501890917169
0044|0015|0018 ~ 0045|0019|0023,0.7281555816542453
0044|0015|0031 ~ 0045|0019|0037,0.7984737721008085
0044|0016|0000 ~ 0045|0020|0003,0.7993658519955716
0044|0017|0005 ~ 0049|0010|0005,0.7979296449238732
0044|0017|0014 ~ 0049|0010|0009,0.3394773648687966
0044|0017|0014 ~ 0049|0010|0014,0.6613537471119143
0044|0022|0017 ~ 0002|0008|0017,0.6256241244618302
0044|0022|0028 ~ 0002|0008|0023,0.3422803488747217
0044|0022|0015 ~ 0012|0007|0009,0.3251690288152011
0044|0022|0017 ~ 0012|0007|0014,0.6478034786746586
0044|0022|0028 ~ 0012|0007|0023,0.391621276147171
0044|0022|0017 ~ 0022|0012|0017,0.6937157954155124
0044|0022|0028 ~ 0022|0012|0028,0.5292031904718659
0044|0022|0001 ~ 0045|0027|0023,0.4012140730950184
0044|0022|0014 ~ 0045|0027|0033,0.43000158954118
0044|0022|0021 ~ 0045|0028|0004,0.8635707684233572
0044|0022|0028 ~ 0045|0028|0009,0.6184180149906355
0044|0022|0030 ~ 0045|0028|0014,0.7703270371110725
0044|0022|0004 ~ 0046|0022|0023,0.7699779198507355
0044|0022|0015 ~ 0046|0022|0032,0.8960110606154549
0044|0022|0029 ~ 0046|0023|0007,0.8802730032659041
0044|0022|0000 ~ 0047|0028|0000,0.3571003131685458
0044|0022|0016 ~ 0047|0028|0009,0.8770424063938883
0044|0022|0029 ~ 0047|0028|0022,0.8812003597820193
0044|0022|0001 ~ 0060|0003|0000,0.3752104500707419
0044|0022|0017 ~ 0060|0003|0009,0.5144893318898853
0044|0022|0028 ~ 0060|0003|0023,0.4657089248291255
0044|0022|0000 ~ 0062|0002|0000,0.3256722025273313
0044|0022|0017 ~ 0062|0002|0009,0.8960110606154549
0044|0022|0030 ~ 0062|0002|0022,0.8866029039778043
0044|0023|0001 ~ 0045|0028|0021,0.8232490471721702
0044|0023|0014 ~ 0045|0028|0031,0.5732273557291915
0044|0023|0028 ~ 0045|0029|0009,0.8551258852226511
0044|0023|0033 ~ 0045|0029|0014,0.8964173245779284
0044|0023|0001 ~ 0046|0023|0015,0.8557423956196076
0044|0023|0014 ~ 0046|0023|0023,0.3408788675367132
0044|0023|0017 ~ 0046|0023|0032,0.8958039312312598
0044|0023|0030 ~ 0046|0024|0005,0.877762962437394
0044|0023|0009 ~ 0047|0029|0007,0.847992843627286
0044|0023|0014 ~ 0047|0029|0009,0.6007395045177083
0044|0023|0023 ~ 0047|0029|0021,0.8924071440504221
0044|0023|0028 ~ 0047|0029|0023,0.6384039457249076
0044|0023|0031 ~ 0047|0029|0028,0.8648225694103607
0044|0023|0008 ~ 0062|0003|0005,0.8996172464584702
0044|0023|0014 ~ 0062|0003|0009,0.6007395045177083
0044|0023|0023 ~ 0062|0003|0021,0.8924071440504221
0044|0023|0028 ~ 0062|0003|0023,0.6384039457249076
0044|0023|0031 ~ 0062|0003|0028,0.8205508068158176
0044|0024|0014 ~ 0045|0030|0009,0.4646499076634914
0044|0024|0023 ~ 0045|0030|0020,0.791995224170811
0044|0024|0028 ~ 0045|0030|0023,0.7211751248125694
0044|0024|0028 ~ 0045|0030|0028,0.518958471578241
0044|0024|0016 ~ 0046|0025|0008,0.7373283675453252
0044|0024|0028 ~ 0046|0025|0021,0.6849211373191341
0044|0024|0001 ~ 0047|0030|0001,0.4879901635464439
0044|0024|0016 ~ 0047|0030|0008,0.4108839621581961
0044|0024|0028 ~ 0047|0030|0023,0.514511651852919
0044|0024|0028 ~ 0047|0030|0028,0.6333852626096079
0044|0024|0001 ~ 0062|0004|0001,0.5202115017636314
0044|0024|0016 ~ 0062|0004|0008,0.3431723768298068
0044|0024|0028 ~ 0062|0004|0023,0.4224715320161404
0044|0024|0028 ~ 0062|0004|0028,0.8178470313407157
0044|0025|0014 ~ 0045|0031|0004,0.6822290479234477
0044|0025|0014 ~ 0045|0035|0021,0.4846362260317345
0044|0025|0005 ~ 0046|0025|0035,0.8624064271190208
0044|0025|0014 ~ 0046|0026|0001,0.7768557860134779
0044|0025|0008 ~ 0046|0030|0020,0.8373657101080125
0044|0025|0014 ~ 0046|0030|0023,0.4846362260317345
0044|0025|0002 ~ 0047|0031|0009,0.7802530877317722
0044|0025|0014 ~ 0047|0031|0020,0.4961706226871723
0044|0025|0007 ~ 0047|0036|0009,0.8238036447452214
0044|0025|0014 ~ 0047|0036|0014,0.393598520916344
0044|0025|0002 ~ 0062|0005|0009,0.5257328184652267
0044|0025|0014 ~ 0062|0005|0021,0.4012689929045071
0044|0025|0007 ~ 0062|0010|0009,0.7699762143111194
0044|0025|0014 ~ 0062|0010|0016,0.392382639046212
0044|0025|0007 ~ 0063|0009|0018,0.8766305224811096
0044|0025|0014 ~ 0063|0009|0023,0.4009795351710138
0044|0026|0014 ~ 0045|0032|0009,0.3304338359186556
0044|0026|0028 ~ 0045|0032|0028,0.8835446892748294
0044|0026|0028 ~ 0046|0027|0031,0.8824969025845955
0044|0027|0005 ~ 0045|0033|0003,0.6516950237924432
0044|0027|0014 ~ 0045|0033|0009,0.3966507029937005
0044|0027|0023 ~ 0045|0033|0021,0.8839279786546367
0044|0027|0028 ~ 0045|0033|0023,0.6736154672224113
0044|0027|0028 ~ 0045|0033|0028,0.569521890452266
0044|0027|0028 ~ 0045|0035|0016,0.8875087479151215
0044|0027|0008 ~ 0046|0028|0009,0.6981211940691824
0044|0027|0021 ~ 0046|0028|0022,0.834521266973539
0044|0027|0028 ~ 0046|0028|0023,0.3092382347468533
0044|0027|0028 ~ 0046|0028|0029,0.8875087479151215
0044|0027|0028 ~ 0046|0030|0017,0.884617925078158
0044|0027|0028 ~ 0047|0034|0009,0.3879472623835904
0044|0027|0028 ~ 0047|0034|0015,0.8338542560892604
0044|0027|0028 ~ 0047|0036|0008,0.8875087479151215
0044|0027|0028 ~ 0047|0036|0014,0.3089201126922763
0044|0027|0028 ~ 0062|0005|0016,0.8986483549480944
0044|0027|0028 ~ 0062|0008|0009,0.3879472623835904
0044|0027|0028 ~ 0062|0008|0015,0.8764423611643729
0044|0027|0028 ~ 0062|0010|0008,0.7892952430183597
0044|0027|0028 ~ 0062|0010|0014,0.488408325461887
0044|0027|0028 ~ 0063|0005|0007,0.7265411127419374
0044|0027|0028 ~ 0063|0009|0017,0.79952012970135
0044|0028|0002 ~ 0047|0034|0023,0.8804547170760293
0044|0028|0019 ~ 0047|0035|0003,0.8907171682201394
0044|0028|0028 ~ 0047|0035|0009,0.4258867915783869
0044|0028|0000 ~ 0062|0008|0023,0.8777263284174843
0044|0028|0018 ~ 0062|0009|0002,0.8866029039778043
0044|0028|0028 ~ 0062|0009|0009,0.4648306503770302
0044|0029|0016 ~ 0045|0033|0023,0.6991791827059437
0044|0029|0006 ~ 0045|0035|0004,0.7964013612525851
0044|0029|0014 ~ 0045|0035|0009,0.3364365188630687
0044|0029|0020 ~ 0045|0035|0018,0.8749766281017177
0044|0029|0028 ~ 0045|0035|0023,0.4897580768139349
0044|0029|0028 ~ 0045|0035|0028,0.4568305581505444
0044|0029|0016 ~ 0046|0025|0035,0.7238898194574384
0044|0029|0015 ~ 0046|0028|0023,0.3490430034631892
0044|0029|0017 ~ 0046|0028|0029,0.8436112881703339
0044|0029|0006 ~ 0046|0030|0006,0.7964013612525851
0044|0029|0020 ~ 0046|0030|0020,0.8749766281017177
0044|0029|0028 ~ 0046|0030|0023,0.311277086311832
0044|0029|0028 ~ 0046|0030|0028,0.779027549873868
0044|0029|0014 ~ 0047|0031|0009,0.542261466891909
0044|0029|0020 ~ 0047|0031|0017,0.8749766281017177
0044|0029|0016 ~ 0047|0036|0006,0.8461974195735412
0044|0029|0028 ~ 0047|0036|0017,0.3965396467941256
0044|0029|0014 ~ 0062|0005|0009,0.4246881269608786
0044|0029|0022 ~ 0062|0005|0019,0.8960110606154549
0044|0029|0017 ~ 0062|0010|0009,0.8441434547224539
0044|0029|0028 ~ 0062|0010|0019,0.3965396467941256
0044|0029|0018 ~ 0063|0005|0007,0.876104619942412
0044|0029|0015 ~ 0063|0007|0023,0.4087145994080179
0044|0029|0017 ~ 0063|0007|0028,0.8000244826856449
0044|0030|0007 ~ 0045|0036|0004,0.7909601595885504
0044|0030|0014 ~ 0045|0036|0009,0.5214603075376375
0044|0030|0028 ~ 0045|0036|0023,0.5810300678030446
0044|0030|0032 ~ 0045|0036|0029,0.7273912346185052
0044|0030|0008 ~ 0046|0031|0004,0.7799306702885368
0044|0030|0014 ~ 0046|0031|0009,0.5214603075376375
0044|0030|0028 ~ 0046|0031|0023,0.6469198121544578
0044|0030|0034 ~ 0046|0031|0032,0.7719388249514416
0044|0030|0009 ~ 0047|0037|0001,0.5307909536435395
0044|0030|0014 ~ 0047|0037|0004,0.4946031880984442
0044|0030|0028 ~ 0047|0037|0021,0.7589928360675516
0044|0030|0007 ~ 0060|0009|0000,0.7549638711508062
0044|0030|0015 ~ 0060|0009|0006,0.3644141878487233
0044|0030|0029 ~ 0060|0009|0022,0.5037255667587407
0044|0030|0028 ~ 0061|0005|0018,0.4971159042599802
0044|0030|0014 ~ 0062|0011|0004,0.4905652732976659
0044|0030|0028 ~ 0062|0011|0021,0.7962043815447009
0044|0031|0001 ~ 0045|0037|0003,0.6540272610873615
0044|0031|0019 ~ 0045|0037|0023,0.5986194953675196
0044|0031|0009 ~ 0046|0032|0009,0.5970473629107365
0044|0031|0014 ~ 0046|0032|0009,0.4467357174225074
0044|0031|0022 ~ 0046|0032|0022,0.8358645336998177
0044|0031|0014 ~ 0047|0038|0007,0.410568129199123
0044|0031|0021 ~ 0047|0038|0017,0.8039334944125804
0044|0031|0014 ~ 0062|0012|0007,0.410568129199123
0044|0031|0021 ~ 0062|0012|0017,0.8039334944125804
0044|0044|0006 ~ 0045|0056|0006,0.5645972858031296
0044|0044|0014 ~ 0045|0056|0015,0.8212559056877768
0044|0044|0028 ~ 0045|0056|0029,0.812831654634018
0044|0044|0044 ~ 0045|0056|0049,0.4379159488622078
0045|0001|0002 ~ 0044|0001|0001,0.7556390200928658
0045|0001|0014 ~ 0044|0001|0009,0.437816923621608
0045|0001|0023 ~ 0044|0001|0018,0.5323073282981766
0045|0001|0022 ~ 0044|0003|0021,0.4265506545827786
0045|0001|0007 ~ 0046|0001|0009,0.7741227016651266
0045|0001|0014 ~ 0046|0001|0016,0.6645747897552533
0045|0001|0014 ~ 0046|0003|0022,0.5365074113763552
0045|0001|0019 ~ 0046|0003|0028,0.5008024419972578
0045|0001|0007 ~ 0047|0001|0009,0.5574886043902221
0045|0002|0000 ~ 0044|0002|0000,0.5951279946176414
0045|0002|0000 ~ 0046|0002|0000,0.6220174111337914
0045|0002|0001 ~ 0047|0002|0003,0.4628279565204496
0045|0003|0017 ~ 0044|0001|0009,0.536361252975174
0045|0003|0030 ~ 0044|0001|0015,0.6082917434401169
0045|0003|0014 ~ 0044|0003|0009,0.5178913086716709
0045|0003|0030 ~ 0044|0003|0022,0.6835558948235324
0045|0003|0015 ~ 0046|0001|0009,0.4501975530533856
0045|0003|0030 ~ 0046|0001|0019,0.5759992430380724
0045|0003|0008 ~ 0046|0003|0009,0.4920585885922031
0045|0003|0021 ~ 0046|0003|0022,0.6218705072107826
0045|0003|0030 ~ 0046|0003|0030,0.7882672421728981
0045|0004|0000 ~ 0046|0004|0005,0.80846720196545
0045|0004|0014 ~ 0046|0004|0008,0.3497465380445816
0045|0004|0014 ~ 0046|0004|0023,0.4886334375165399
0045|0004|0018 ~ 0046|0004|0028,0.6666393425927997
0045|0004|0029 ~ 0046|0021|0031,0.351596005090616
0045|0005|0029 ~ 0044|0005|0015,0.8323489875135301
0045|0005|0000 ~ 0046|0005|0009,0.4348120146318404
0045|0005|0004 ~ 0046|0005|0016,0.8399523690730062
0045|0005|0015 ~ 0046|0005|0023,0.4563298693313914
0045|0005|0003 ~ 0060|0002|0000,0.7217295966734423
0045|0005|0014 ~ 0060|0002|0009,0.3272683121819851
0045|0006|0000 ~ 0046|0006|0009,0.538283177586848
0045|0006|0030 ~ 0046|0006|0019,0.3826029416278447
0045|0008|0000 ~ 0044|0008|0009,0.3353300269408231
0045|0008|0003 ~ 0044|0008|0015,0.8799460321725866
0045|0008|0028 ~ 0044|0008|0023,0.5458923622310541
0045|0008|0029 ~ 0044|0008|0028,0.4577864251714191
0045|0008|0042 ~ 0044|0008|0042,0.4309597839185328
0045|0008|0029 ~ 0046|0007|0003,0.6644525638547998
0045|0009|0004 ~ 0044|0009|0000,0.4993333686786683
0045|0009|0014 ~ 0044|0009|0009,0.342528236787058
0045|0009|0018 ~ 0044|0009|0014,0.7298926162113922
0045|0009|0028 ~ 0044|0009|0021,0.3883441004244219
0045|0009|0035 ~ 0044|0009|0032,0.7932836009422612
0045|0009|0000 ~ 0046|0007|0009,0.6985540777603769
0045|0009|0016 ~ 0046|0007|0023,0.7630637969873822
0045|0010|0002 ~ 0044|0010|0000,0.813762366467089
0045|0010|0014 ~ 0044|0010|0009,0.3281118651633259
0045|0010|0017 ~ 0044|0010|0014,0.7158323950913588
0045|0010|0001 ~ 0046|0008|0009,0.5651200956252891
0045|0010|0001 ~ 0046|0008|0014,0.6198549813336537
0045|0014|0028 ~ 0044|0012|0017,0.5760336519092342
0045|0017|0000 ~ 0044|0013|0019,0.3895140293062774
0045|0018|0008 ~ 0044|0014|0006,0.8777263284174843
0045|0018|0014 ~ 0044|0014|0009,0.4186703741203227
0045|0018|0023 ~ 0044|0014|0021,0.853660842463163
0045|0018|0028 ~ 0044|0014|0023,0.7102006574043652
0045|0018|0030 ~ 0044|0014|0028,0.7147033219001238
0045|0019|0009 ~ 0044|0015|0006,0.736917157876732
0045|0019|0014 ~ 0044|0015|0009,0.6074857684157019
0045|0019|0023 ~ 0044|0015|0018,0.7286928722101872
0045|0019|0028 ~ 0044|0015|0022,0.7202090474601542
0045|0020|0003 ~ 0044|0016|0000,0.8005663072040492
0045|0025|0000 ~ 0046|0020|0000,0.7580474038140528
0045|0025|0019 ~ 0046|0020|0018,0.8958643779263316
0045|0025|0028 ~ 0046|0020|0023,0.3520584167707108
0045|0026|0004 ~ 0046|0021|0005,0.8479479989046359
0045|0026|0014 ~ 0046|0021|0009,0.4455033312902768
0045|0026|0016 ~ 0046|0021|0014,0.6634832616570885
0045|0027|0032 ~ 0044|0022|0009,0.8036431532733102
0045|0027|0001 ~ 0046|0022|0002,0.8420348080712474
0045|0027|0015 ~ 0046|0022|0009,0.5084823691939229
0045|0027|0022 ~ 0046|0022|0018,0.8981503502402635
0045|0027|0029 ~ 0046|0022|0023,0.8107937866872665
0045|0027|0033 ~ 0046|0022|0028,0.868356811459848
0045|0027|0014 ~ 0060|0002|0009,0.5707783401993145
0045|0027|0014 ~ 0060|0002|0014,0.4563240981124505
0045|0027|0032 ~ 0063|0002|0009,0.8036431532733102
0045|0028|0007 ~ 0002|0008|0023,0.7623067286250758
0045|0028|0028 ~ 0002|0009|0023,0.3227091140024109
0045|0028|0006 ~ 0012|0007|0020,0.6804366873393869
0045|0028|0031 ~ 0012|0008|0023,0.6844762736914461
0045|0028|0006 ~ 0022|0012|0023,0.7390913986440626
0045|0028|0014 ~ 0022|0012|0028,0.3164389365959547
0045|0028|0031 ~ 0022|0013|0014,0.6604218324742259
0045|0028|0028 ~ 0025|0003|0023,0.5366202819067587
0045|0028|0004 ~ 0044|0022|0021,0.8644563298602335
0045|0028|0014 ~ 0044|0022|0030,0.7701365065543356
0045|0028|0030 ~ 0044|0023|0009,0.8571061116877262
0045|0028|0001 ~ 0046|0022|0034,0.557014527402363
0045|0028|0007 ~ 0046|0023|0001,0.8885264382640774
0045|0028|0015 ~ 0046|0023|0009,0.8574694719523485
0045|0028|0029 ~ 0046|0023|0023,0.821733500055363
0045|0028|0031 ~ 0046|0023|0028,0.7085093139239549
0045|0028|0001 ~ 0047|0028|0009,0.6940508651530144
0045|0028|0008 ~ 0047|0028|0019,0.8882952016958282
0045|0028|0014 ~ 0047|0028|0023,0.8302394471244031
0045|0028|0000 ~ 0047|0029|0000,0.3993632312126274
0045|0028|0031 ~ 0047|0029|0007,0.8607079764250579
0045|0028|0002 ~ 0060|0003|0009,0.4778490778979214
0045|0028|0003 ~ 0060|0003|0014,0.6182013682539468
0045|0028|0014 ~ 0060|0003|0028,0.4415948140175956
0045|0028|0030 ~ 0060|0004|0006,0.7947545184555568
0045|0028|0001 ~ 0062|0002|0009,0.668025710575734
0045|0028|0005 ~ 0062|0002|0014,0.8767668675846485
0045|0028|0014 ~ 0062|0002|0023,0.7510201430702309
0045|0028|0000 ~ 0062|0003|0000,0.3087673278860986
0045|0028|0031 ~ 0062|0003|0007,0.8607079764250579
0045|0028|0004 ~ 0063|0002|0021,0.8644563298602335
0045|0028|0014 ~ 0063|0002|0030,0.7701365065543356
0045|0028|0030 ~ 0063|0003|0009,0.8571061116877262
0045|0029|0002 ~ 0044|0023|0021,0.8610291728339028
0045|0029|0014 ~ 0044|0023|0033,0.8967386308733728
0045|0029|0014 ~ 0046|0024|0007,0.8721961796545519
